"input","output","date","conv_id","user_id","channel_source","intencion","tipo_queja"
"mi token movil no funciona","Lamento escuchar eso. Si tu token móvil no está funcionando, lo mejor es que llames al Centro de Atención a Clientes al 8143922626 para que puedan ayudarte a resolver el problema. Ellos podrán guiarte en los pasos necesarios para solucionar la situación. 

Si tienes alguna otra pregunta o necesitas más ayuda, ¡no dudes en decírmelo!",2025-10-07,"6128528E-F603-429F-B860-57E986065C03","USR-01890",1,"queja","bloqueo"
"no puedo levantar una aclaracion","Lamento escuchar eso. Si no puedes levantar una aclaración, es importante que sepas que primero el movimiento debe estar aplicado para que puedas seleccionarlo y comenzar el proceso de aclaración. 

Si el movimiento ya está aplicado y aún así no puedes proceder, te recomendaría que contactes a un asesor de Hey Pago al 81 4392 2666, ellos podrán ayudarte a resolver tu situación.

Si tienes alguna otra pregunta o necesitas más información, ¡estoy aquí para ayudarte!",2025-11-01,"0dba83b7-50c4-4ed8-a1c6-6bc2994b46cf","USR-00631",1,"queja","bloqueo"
"estoy recibiendo unos cargos rechazados de una cobranza de pesos y ya mencione a la plataforma que no quiero ser mas esos cargos no se si hay la manera de que internamente en el banco podamos bloquear esta este cargo recurrente","Lamento escuchar eso. Para cancelar un cargo domiciliado, lo mejor es que te pongas en contacto directamente con el comercio que realiza el cargo y les pidas que lo cancelen. El banco no puede bloquear el cargo recurrente internamente, ya que depende del comercio que lo está realizando. 

Si continúas teniendo problemas o si los cargos no se detienen, te recomendaría que revises tus estados de cuenta y estés atento a cualquier intento de compra que no reconozcas. Si eso sucede, puedes contactar a nuestro centro de atención a clientes con los detalles del cargo para que te ayuden a resolverlo.

Si necesitas más información o ayuda con otro tema, ¡no dudes en decírmelo!",2025-09-22,"50bfba25-c61e-4d70-a610-e4c750496678","USR-08775",1,"queja","tarjeta rechazada"
"no puedo seleccionar una opcion cuando realizo la llamada para cancelar mi tarjeta","Lamento escuchar eso. Puede ser frustrante no poder seleccionar una opción al intentar cancelar tu tarjeta. Te recomendaría intentar llamar nuevamente y asegurarte de que estás siguiendo las instrucciones del menú. Si el problema persiste, podrías intentar llamar en otro momento, ya que a veces las líneas pueden estar saturadas. 

Recuerda que para cancelar tu Tarjeta de Crédito Hey, puedes comunicarte al Centro de Atención de Clientes al 8143922626, donde ellos te podrán apoyar con el proceso. 

Si necesitas ayuda con algo más, no dudes en decírmelo. ¡Estoy aquí para ayudarte!",2025-09-20,"0C32CE26-D2CF-4A3E-B266-4DB3BFAFFFB6","USR-03489",1,"queja","bloqueo"
"no puedo utilizar mi tarjeta digital","Lamento que estés teniendo problemas para usar tu tarjeta digital. Primero, te recomiendo revisar en la app si tu tarjeta está bloqueada por emergencia. También asegúrate de que el NIP o CVV que estás ingresando sea el correcto y que tengas saldo suficiente para la compra. Además, verifica que la cantidad de la transacción esté dentro de los parámetros permitidos para compras.

Si después de revisar todo esto sigues con problemas, intenta reiniciar la app o revisar si hay alguna actualización pendiente. ¿Quieres que te ayude con algún paso específico para revisar esto en la app? ¿O hay algo más en lo que pueda apoyarte?",2025-10-02,"ad6707d1-6208-481f-abaa-c8e1dbefaf5c","USR-13721",1,"queja","bloqueo"
"no puedo transferir de otro banco a mi nuevo a cuenta clave me marca error","Lamento escuchar eso. Para poder ayudarte mejor, te recomiendo que verifiques lo siguiente:

1. Asegúrate de que estás utilizando la CLABE interbancaria correcta de tu nueva cuenta.
2. Revisa que el importe y la cuenta destino sean correctos.
3. Verifica que la cuenta esté activada para realizar transferencias. Si no está activada, no podrás hacer transferencias sin límites.

Si después de revisar todo esto sigues teniendo problemas, por favor házmelo saber y buscaré más opciones para ayudarte. ¿Hay algo más con lo que te pueda apoyar?",2025-09-12,"296E4DDD-6231-43B8-9B58-6F1367B33F99","USR-05456",1,"queja","error tecnico"
"cargo rechazado","Lamento escuchar eso. Si te están rechazando la transacción en línea, asegúrate de estar usando la tarjeta virtual. Si el problema persiste, te recomiendo que llames al Centro de Atención a Clientes al 8143922626 para que puedan ayudarte a resolverlo.

Si necesitas más información o tienes alguna otra pregunta, ¡estoy aquí para ayudarte!",2025-09-04,"2CD9F564-635A-4EAB-B8DB-F1FCE353F19C","USR-01430",1,"queja","tarjeta rechazada"
"por que no puedo anadir mi nueva clabe interbancaria a paypal","Lamento decirte que no tengo información acerca de la integración de cuentas con Paypal, sin embargo, tengo información de los siguientes temas:

a) Transferencias 24/7 con tu Cuenta Hey.  
b) Problemas comunes con transferencias rechazadas.  
c) Información sobre la Tarjeta de Débito y su uso.

Si tienes duda acerca de estos u otros temas estaré encantado de ayudarte.",2025-08-19,"6ebaccb0-f6ca-4434-b868-4c9850bec48a","USR-08064",1,"queja","bloqueo"
"no puedo validar mi informacion","Lamento escuchar eso. Si tu información no fue validada correctamente al abrir tu cuenta Hey, te avisaremos qué salió mal a través del Buzón en tu app. Una vez que recibas la notificación, podrás intentar la validación de nuevo. 

Si necesitas más ayuda o tienes alguna otra pregunta, ¡no dudes en decírmelo!",2025-09-05,"5a0d87c4-df64-4393-b032-e29a365da119","USR-02223",1,"queja","bloqueo"
"a que telefono puedo contactar","Claro! Puedes contactar al Centro de Atención a Clientes al teléfono 8143922626. Están disponibles las 24 horas, todos los días de la semana, así que puedes llamarlos cuando lo necesites. Si hay algo más en lo que pueda ayudarte, no dudes en decírmelo!",2025-09-01,"3AD0F003-A8A2-4D39-BDFE-BFB91FF00E82","USR-00473",1,"queja","bloqueo"
"tengo problemas con la app","Lamento escuchar eso. Si tienes problemas con la app, aquí hay algunos pasos que puedes seguir:

1. Asegúrate de que tu conexión a internet esté funcionando correctamente.
2. Cierra y vuelve a abrir la app.
3. Revisa si hay actualizaciones pendientes para la app.
4. Si el problema persiste, puedes intentar borrar los datos y caché de la app.

Si después de intentar estos pasos aún tienes problemas, lo mejor es que contactes al Centro de Atención a Clientes para que te apoyen directamente. 

¿Hay algo más en lo que pueda ayudarte?",2025-09-20,"f2c0d972-7232-4bfa-8904-02924fda0ee2","USR-10859",1,"queja","problemas app"
"como se si mi tarjeta esta apagada porque no puedo utilizarla","Lamento escuchar eso. Para saber si tu tarjeta de débito de la Cuenta Hey está activa o bloqueada, solo abre la app Hey, ve a 'Cuentas' y en 'Tarjetas' podrás ver el estatus de tu tarjeta física y virtual. 

Si la tarjeta está bloqueada, asegúrate de que no esté bloqueada por emergencia y verifica que el NIP que estás ingresando sea el correcto. También es importante que tengas saldo suficiente para realizar la transacción. 

Si después de revisar todo esto sigues teniendo problemas, no dudes en preguntar si necesitas más ayuda. ¿Hay algo más con lo que te pueda apoyar?",2025-09-14,"9a506290-fffc-41d2-b01b-9895023862ac","USR-00420",1,"queja","bloqueo"
"si tengo un prestamo personal ya no puedo sacar otro","Claro que puedo ayudarte con eso. Si ya tienes un Crédito Personal Hey activo, por ahora solo puedes tener uno a la vez. No es posible solicitar un segundo crédito personal mientras el primero esté vigente. Además, si apenas llevas 6 meses con tu crédito actual, tendrás que esperar hasta que cumpla al menos 12 meses para poder pedir otro.

Sin embargo, si ya liquidaste tu crédito personal, sí puedes solicitar uno nuevo y, de hecho, puedes pedir un monto mayor al anterior. Solo tienes que hacer una nueva cotización desde tu app y listo, como si fuera un crédito personal nuevo.

¿Quieres que te ayude a cotizar un nuevo crédito personal o tienes alguna otra duda sobre este producto?",2025-11-02,"21c39a74-444e-4c8f-ad73-25a29ad82ed9","USR-13492",1,"queja","bloqueo"
"ay algun problema tecnico porque no puedo sacar mis apartados","Lamento escuchar eso. Si tienes problemas para acceder a tus apartados, te recomendaría que verifiques lo siguiente:

1. Asegúrate de tener la última versión de la app instalada.
2. Revisa que estés usando las credenciales correctas.
3. Verifica tu conexión a internet.

Si después de esto sigues teniendo problemas, lo mejor es que contactes al Centro de Atención a Clientes al 8143922626 para que te ayuden a resolver cualquier inconveniente.

Si hay algo más con lo que te pueda apoyar, no dudes en decírmelo.",2025-08-07,"12106ac4-9f6c-4cd6-a5b0-03e8c9fe330b","USR-03415",1,"queja","error tecnico"
"no puedousar el saldo abonado por mi aclaracion","Lamento que estés teniendo ese inconveniente. Cuando haces una aclaración por un cargo no reconocido, el monto correspondiente se abona a tu Cuenta Hey, pero ese saldo queda retenido hasta que se resuelva la situación. Por eso no puedes usarlo por el momento. Puedes ver ese abono en la sección de 'Movimientos' con el concepto 'Abono por aclaración'. 

Si necesitas más detalles o tienes otra duda, aquí estoy para ayudarte. ¿Quieres que te explique cómo seguir el proceso de aclaración?",2025-09-28,"5403efae-15a8-4566-afc6-1d6799b0babc","USR-10661",1,"queja","bloqueo"
"no puedo reponer mi tarjeta hey","Lamento escuchar eso. Si no puedes reponer tu tarjeta Hey, te recomiendo que sigas estos pasos:

1. Asegúrate de estar en la sección correcta de la app Hey. Ve a 'Tarjeta de Crédito' y selecciona 'Solicitar tarjeta física'.
2. Si tu tarjeta ya venció, puedes solicitar una nueva desde la app. Solo elige la tarjeta vencida y decide si la quieres en tu casa o prefieres recogerla en una Fan Shop Hey.
3. Si tienes problemas para realizar el proceso, verifica que tu información esté actualizada en la app.

Si después de esto sigues teniendo dificultades, lo mejor es que contactes al servicio al cliente de Hey Banco para que te ayuden. 

¿Hay algo más con lo que te pueda apoyar?",2025-08-02,"c0e036b0-cc3d-443a-8f9d-8fccf0ed2739","USR-07755",1,"queja","bloqueo"
"tengo mis tarjetas desbloqueadas y aun asi no puedo hacer pago","Lamento escuchar eso. Si tus tarjetas están desbloqueadas y aún así no puedes realizar pagos, te recomiendo que verifiques lo siguiente:

1. Asegúrate de que el NIP o CVV que estás ingresando sea correcto.
2. Verifica que tengas saldo suficiente en tu cuenta para cubrir la transacción.
3. Revisa los parámetros de compra en la app, ya que podrían estar limitando tus transacciones.

Si después de revisar todo esto sigues teniendo problemas, lo mejor es que contactes al Centro de Atención a Clientes al 8143922626 para que te puedan ayudar de manera más específica. 

¿Hay algo más con lo que te pueda apoyar?",2025-07-02,"50e06d3e-1404-42eb-a534-ea4f774aef6d","USR-13126",1,"queja","bloqueo"
"hay una compra que se realizo con mi tarjeta y yo no fui necesito levantar una aclaracion y no puedo hacerlo en la aplicacion ocupo un numero de telefono para clientes","Claro que puedo ayudarte. Si tienes un cargo en tu tarjeta que no reconoces y no puedes levantar la aclaración desde la app, puedes llamar al Centro de Atención a Clientes de Hey Banco al teléfono 8143922626. Están disponibles las 24 horas, todos los días, para apoyarte con cualquier aclaración o duda que tengas sobre cargos no reconocidos.

Además, cuando puedas, te recomiendo intentar desde la app Hey Banco en la sección de 'Cuentas' y luego 'Movimientos', donde puedes seleccionar el cargo y marcar ""No reconozco este cargo"" para iniciar el proceso de aclaración.

¿Quieres que te guíe paso a paso para hacer la aclaración desde la app cuando puedas? ¿O hay algo más en lo que te pueda apoyar?",2025-11-03,"B4AE8E95-B4F7-49B9-B270-46B61F7DDB13","USR-05290",1,"queja","bloqueo"
"donde puedo marcar si tengo problemas con mi tarjeta","Lamento escuchar que estás teniendo problemas con tu tarjeta. Si tienes inconvenientes, lo mejor es que llames al Centro de Atención a Clientes al 8143922626. Ellos estarán encantados de ayudarte a resolver cualquier problema que tengas. Si necesitas más información o tienes alguna otra pregunta, ¡no dudes en decírmelo!",2025-08-15,"DDB3B018-7BC8-4829-B64F-CBC037A2AFD1","USR-05135",1,"queja","otro"
"tengo problemas con mi token movil","Lamento escuchar eso. Si tienes problemas con tu token móvil, lo mejor es que llames al Centro de Atención a Clientes al 8143922626. Ellos podrán ayudarte a resolver cualquier inconveniente que tengas con tu token. 

Si necesitas ayuda con algo más, no dudes en decírmelo. ¡Estoy aquí para ayudarte!",2025-09-08,"68c07983-2370-45d1-95e4-f42ed5aa5aea","USR-11856",1,"queja","token"
"tengo problemas con mi token","Lamento escuchar eso. Si tienes problemas con tu token, lo mejor es que sigas estos pasos:

1. Asegúrate de que estás ingresando correctamente tu usuario y contraseña en la app.
2. Si el token no se está generando, intenta reinstalar la app y seguir las instrucciones para instalar el token nuevamente.
3. Si el problema persiste, te recomiendo que contactes al Centro de Atención a Clientes al 8143922626 para obtener ayuda específica.

Si necesitas más información o hay algo más en lo que pueda ayudarte, ¡no dudes en decírmelo!",2025-09-14,"8D1EB441-9698-41D5-AFEF-6DD4CB22B813","USR-05672",1,"queja","token"
"no puedo usar mi tarjeta fisica","Lamento escuchar eso. Primero, te recomiendo que revises desde la app si tu tarjeta está bloqueada por emergencia. Asegúrate también de que el NIP que estás ingresando sea el correcto y verifica que tengas saldo suficiente para la transacción. No olvides checar los parámetros de compras.

Si después de todo esto sigues teniendo problemas, lo mejor es que pidas una nueva tarjeta. Solo entra a la app Hey, ve a 'Cuentas', selecciona los tres puntos y elige 'Solicitar tarjeta física'. Puedes decidir si prefieres que te la envíen a domicilio o recogerla en una Fan Shop Hey.

Si tu tarjeta es nueva y ya está dando problemas, te sugiero que contactes al Centro de Atención a Clientes al 8143922626 para que te ayuden.

¿Hay algo más con lo que te pueda apoyar?",2025-09-18,"10fb8b8c-4ed7-4f05-b6de-fb88c42bc4c4","USR-05132",1,"queja","bloqueo"
"no puedo ver los movimientos del de enero","Lamento escuchar eso. Para ver tus movimientos en la app Hey, solo abre la app, ve a 'Cuentas', selecciona 'Movimientos' y usa el botón 'Filtrar' para organizarlos según su estado o el período que prefieras. 

Si después de hacer esto aún no puedes ver tus movimientos, asegúrate de tener la última versión de la app instalada y que estés usando las credenciales correctas. Si el problema persiste, lo mejor es que llames al Centro de Atención a Clientes al 8143922626 para que te ayuden directamente.

¿Hay algo más con lo que te pueda ayudar?",2025-09-25,"1b4ee89e-3745-4b00-9c42-1e331f0bbc9a","USR-13926",1,"queja","bloqueo"
"no puedo poner la foto del comprobante de domicilio no me la acepta","Lamento escuchar eso. Puede ser frustrante cuando no se acepta el comprobante de domicilio. Asegúrate de que el documento que estás intentando subir cumpla con los siguientes requisitos:

1. Debe ser un comprobante de luz, agua o gas.
2. No debe tener más de 3 meses de antigüedad.
3. La imagen debe ser de buena calidad, sin borrones y debe mostrar las cuatro esquinas del documento.
4. Asegúrate de que los datos del comprobante coincidan con los que proporcionaste al abrir tu cuenta.

Si sigues teniendo problemas, puedes intentar volver a subir el documento desde la sección de 'documentos y validación' en la app. Si necesitas más ayuda, no dudes en preguntar. ¿Hay algo más con lo que te pueda apoyar?",2025-10-11,"44df25ba-8cb9-492a-8800-a7780cd53bb7","USR-02300",1,"queja","bloqueo"
"hola tengo problemas al registrar mis datos no puedo subir la foto de mi pasaporte","Lamento escuchar eso. Si estás teniendo problemas para subir la foto de tu pasaporte, aquí te dejo algunos consejos que podrían ayudarte:

1. Asegúrate de que tu conexión a internet sea estable.
2. Intenta cerrar y volver a abrir la app, a veces eso puede resolver el problema.
3. Verifica que la foto de tu pasaporte sea clara y que los datos que ingresaste coincidan exactamente con los del documento.
4. Revisa si tienes alguna actualización pendiente de la app o considera borrar los datos y caché.

Si después de intentar estos pasos aún no puedes subir la foto, lo mejor es que contactes al soporte técnico desde la app en ""Ajustes de la cuenta"" y ""Reporte de fallas en tu App"".

¿Hay algo más en lo que pueda ayudarte?",2025-10-16,"a994f2e3-fbd1-4c65-be8a-0c859dc550a4","USR-10389",1,"queja","bloqueo"
"tengo problemas con el token","Lamento escuchar eso. Si estás teniendo problemas con el token, es posible que necesites actualizar tus datos en la aplicación. Si el código para instalar el token está llegando a un número que ya no usas, te recomiendo que llames al Centro de Atención al Cliente al 81 HEY BANCO (81 4392 2626), donde podrán brindarte la asistencia necesaria para resolver tu situación.

Si hay algo más con lo que te pueda ayudar, no dudes en decírmelo. ¡Estoy aquí para ayudarte!",2025-08-22,"4CB72670-E22D-4512-AA95-B108FB791992","USR-06510",1,"queja","token"
"comprobante de domicilio rechazado","Lamento escuchar eso. Si tu comprobante de domicilio fue rechazado, puede ser por varias razones. Asegúrate de que los datos del comprobante coincidan con los que proporcionaste al abrir tu cuenta. También verifica que el comprobante no esté vencido y que la imagen que enviaste sea clara y bien encuadrada.

Para verificar tu cuenta, puedes usar un comprobante de luz, agua o gas que esté en buen estado, sin dobleces y que muestre las cuatro esquinas. Además, debe tener menos de 3 meses de antigüedad y la dirección debe coincidir con la registrada en la app.

Si sigues teniendo problemas, te recomiendo que revises las sugerencias que te da la app para mejorar el comprobante. Si aún así no funciona, puedes llamar al Centro de Atención a Clientes al 8143922626 para que te ayuden.

¿Hay algo más con lo que te pueda apoyar?",2025-08-15,"cb09259c-a677-4496-ac24-bbe086b083d1","USR-10718",1,"queja","tarjeta rechazada"
"buen dia por error hice una transferencia a cuenta equivocada aun esta en aprobancion se puede cancelar","Lamento escuchar eso. Una vez que envías una transferencia, ya no puedes cancelarla porque el dinero llega de inmediato a la cuenta destino. Si tu transferencia está en verificación, puede ser por varias razones, como datos incorrectos o si supera el límite de tu cuenta. Te recomiendo que esperes un poco más para que se procese. 

Si después de un tiempo sigue en verificación, lo mejor es que llames al Centro de Atención a Clientes al 8143922626 para que te ayuden con tu situación. 

¿Hay algo más con lo que te pueda apoyar?",2025-10-06,"472E7AD6-C96C-4624-807A-6201FBB3378A","USR-06227",1,"queja","error tecnico"
"no tengo limites impuestos en mi tarjeta virtual y no puedo usarla","Lamento escuchar eso. Si no puedes usar tu tarjeta virtual, te recomiendo que revises lo siguiente:

1. Asegúrate de que la tarjeta no esté bloqueada por emergencia desde la app.
2. Verifica que estés ingresando correctamente el NIP o CVV.
3. Asegúrate de tener saldo suficiente para realizar la transacción.
4. Revisa que la cantidad de la transacción esté dentro de los parámetros de compra.

Si después de verificar todo esto sigues teniendo problemas, lo mejor es que contactes al Centro de Atención a Clientes al 8143922626 para que te puedan ayudar.

Si necesitas más información o tienes alguna otra pregunta, ¡aquí estoy para ayudarte!",2025-09-25,"329cab87-5278-42b9-9fd9-8458864665cc","USR-04448",1,"queja","bloqueo"
"tengo problemas para hacer compras en linea","Lamento escuchar eso. Si estás teniendo problemas para hacer compras en línea, aquí hay algunos pasos que puedes seguir:

1. Asegúrate de estar utilizando la tarjeta virtual para tus compras.
2. Revisa desde la app si hay algún bloqueo de emergencia en tu tarjeta.
3. Verifica que el NIP que ingresaste sea correcto y que tengas saldo suficiente para la transacción.
4. Checa los parámetros de compras en la app.

Si después de seguir estos pasos sigues teniendo problemas, lo mejor es que llames al Centro de Atención a Clientes al 8143922626 para que te puedan ayudar.

Si necesitas más información o tienes alguna otra pregunta, ¡no dudes en decírmelo!",2025-08-25,"c9aba124-32b3-4a94-9417-ff9e1950b0bb","USR-01698",1,"queja","otro"
"mi token aparece como no correcto y no puedo pagar mi tarjeta","Lamento escuchar eso. Si tu token aparece como incorrecto, te recomiendo que verifiques lo siguiente:

1. Asegúrate de que estás ingresando el token correctamente, revisando que no haya errores tipográficos.
2. Verifica que tu tarjeta no esté bloqueada por emergencia desde la app.
3. Si el problema persiste, lo mejor es que contactes al Centro de Atención a Clientes al 8143922626 para que te ayuden a resolver el inconveniente.

Si necesitas más ayuda o tienes alguna otra pregunta, ¡no dudes en decírmelo!",2025-08-30,"9A711698-7097-4EDA-945C-BD50CC0660B4","USR-09835",1,"queja","bloqueo"
"porque no puedo usar mi cuenta si ya me registre","Lamento escuchar eso. Si no puedes usar tu cuenta a pesar de haberte registrado, puede ser que tu cuenta esté inactiva o que haya algún problema con la activación. Te recomiendo que llames al Centro de Atención a Clientes al 8143922626. Ellos podrán revisar tu caso y ayudarte a resolverlo. 

Si tienes alguna otra pregunta o necesitas más información, ¡no dudes en decírmelo!",2025-10-21,"4461f8a6-da1e-4b1c-a77e-039d416743c5","USR-12381",1,"queja","bloqueo"
"ayudame por que no puedo abrir mi apps","Lamento escuchar eso. Si tienes problemas al abrir tu app, aquí hay algunas cosas que puedes intentar:

1. Asegúrate de que tu conexión a internet esté funcionando correctamente.
2. Cierra y vuelve a abrir la app.
3. Revisa si hay actualizaciones pendientes para la app.
4. Si el problema persiste, puedes intentar borrar los datos y caché de la app.

Si después de intentar estos pasos aún no puedes acceder, lo mejor es contactar al Centro de Atención a Clientes para que te apoyen. 

¿Hay algo más en lo que pueda ayudarte?",2025-10-04,"9a1bb475-c753-4ffa-9166-34551256500f","USR-12719",1,"queja","bloqueo"
"problema con compras a msi","Lamento que estés teniendo problemas con tus compras a Meses sin Intereses (MSI). Para que una venta a MSI proceda correctamente, es importante que el servicio esté activado en tu cuenta. Si una venta a MSI no pasó en tu terminal inteligente, te recomiendo verificar que el servicio esté activado. 

En caso de que sigas teniendo problemas, lo ideal es que te comuniques con el centro de atención de Soluciones de Cobro de Hey Pago al 81 4392 2666 para que puedan ayudarte a resolverlo.

¿Quieres que te explique cómo activar el servicio o tienes alguna otra duda sobre compras a MSI? Estoy aquí para ayudarte.",2025-10-02,"0c006e29-637d-48c2-928c-90eeccf5507a","USR-04215",1,"queja","otro"
"tengo problemas con mi token","Lamento escuchar eso. Si no recibiste el código en SMS ni en tu correo para hacer el cambio de token, es probable que no hayas actualizado tus datos dentro de tu aplicación. Te recomiendo que verifiques que tu información esté correcta. 

Para obtener asistencia específica, puedes comunicarte con nuestro Servicio de Atención al Cliente al 81 HEY BANCO (81 4392 2626), donde con gusto te brindarán ayuda. 

Si hay algo más en lo que pueda apoyarte, no dudes en decírmelo.",2025-09-17,"f4aa4517-4dd4-4080-a084-d834561dbd39","USR-10901",1,"queja","token"
"problema con el token","Lamento escuchar eso. Si estás teniendo problemas con el token móvil, como que te dice que está incorrecto, lo mejor es que llames al Centro de Atención a Clientes al 8143922626. Ellos podrán ayudarte a resolver el inconveniente. 

Si tienes alguna otra pregunta o necesitas más información, ¡no dudes en decírmelo! Estoy aquí para ayudarte.",2025-08-06,"96B8A6D8-F805-4035-B617-18EB81A86C10","USR-03908",1,"queja","token"
"olvide cual es mi numero de celular registrado y no puedo abrir mi app","Lamento escuchar eso. Si olvidaste tu número de celular registrado y no puedes acceder a tu app, lo mejor es que llames al Centro de Atención a Clientes al 8143922626. Ellos podrán ayudarte a actualizar tus datos y recuperar el acceso a tu cuenta. Si necesitas más información o ayuda con algo más, ¡no dudes en decírmelo!",2025-09-11,"c6990c8055deef443d95ed1b5bfe40d2","USR-05791",1,"queja","bloqueo"
"por que no puedo utilizar el saldo de mi tarjeta","Disculpa  que  estés  experimentando  problemas  con  tu  tarjeta .  Para  ayudarte ,  te  recomiendo  que  revises  algunos pasos  para  asegurarte  de  que  estén  funcionando  correctamente . Primero ,  asegúrate  de  que  tu  tarjeta  no  esté  bloqueada  por  emergencia .  Puedes  verificar  esto  en  la  app  Hey  Banco . Si  está  bloqueada ,  debes  desbloquearla  antes  de  intentar  utilizarla .  Asegúrate  de  que  el  NIP (  Número  de  Identificación  de  Tarjeta ) y  el  CVV (  Código  de  Verificación  de  Vencimiento )  sean  correctos .  Verifica  también  que  tengas  suficiente  saldo  en  tu  cuenta  para  realizar  la  transacción . Si  el  problema  persiste ,  es  posible  que  la  tarjeta  esté  desgastada .  En  ese caso ,  puedes  solicitar  una  nueva  tarjeta  desde  la  app  Hey  Banco . Si  el  problema  sigue  sin  resolver ,  te  recomiendo  contactar  con  nuestro  Centro  de  Atención  al  Cliente  al  8143922626 .  Ellos  podrán  ayudarte a  resolver  el  problema y  encontrar  una  solución  para  que  puedas  utilizar  tu  tarjeta  de  manera segura y  eficiente .",2025-02-07 21:09:02.040542,"667b04d2-732e-4a6e-b43a-cc1de61a9819","USR-11412",2,"queja","bloqueo"
"porque no puedo visualizar mis apartados de mi cuenta","Lamento escuchar eso. Si no puedes visualizar los apartados de tu cuenta, te recomiendo que sigas estos pasos:

1. Asegúrate de tener la última versión de la aplicación instalada.
2. Verifica que estés utilizando las credenciales correctas para iniciar sesión.
3. Revisa tu conexión a internet, ya que una mala conexión puede afectar la visualización de la información.
4. Intenta cerrar sesión y volver a entrar en la aplicación.

Si después de intentar estos pasos aún no puedes ver tus apartados, lo mejor es que contactes al Centro de Atención a Clientes al 8143922626 para que te ayuden a resolver el problema.

Si tienes alguna otra pregunta o necesitas más ayuda, ¡estaré encantado de asistirte!",2025-09-24,"5F6A4861-B7BC-477A-B08A-A2CDB719760E","USR-02915",1,"queja","bloqueo"
"error el token no es correcto como lo resuelvo","Lamento escuchar eso. Si te aparece un mensaje indicando que el token móvil es incorrecto al intentar liquidar tu inversión, lo mejor es que llames al Centro de Atención a Clientes al 8143922626. Ellos podrán brindarte la asistencia necesaria para resolver el problema. 

Si tienes alguna otra pregunta o necesitas más ayuda, ¡no dudes en decírmelo!",2025-08-20,"7d7fa5b0-64ce-43e0-bfa4-d040bb8d1e72","USR-06513",1,"queja","error tecnico"
"por que no puedo descargar el estado de cuenta","Claro! Si no puedes descargar tu estado de cuenta, puede ser porque este se actualiza y está disponible a partir de los primeros 10 días hábiles del mes siguiente. Si aún no ha pasado ese tiempo, es normal que no lo veas. 

Recuerda que una vez que esté disponible, podrás descargarlo hasta 5 años después de la fecha de emisión. Si tienes alguna otra duda o necesitas más información, ¡no dudes en preguntarme!",2025-07-26,"828b12c5-a48b-4221-ad71-7ad4d9cfd031","USR-04627",1,"queja","bloqueo"
"no puedo contratar una tarjeta de credito","Lamento escuchar eso. Para poder contratar una tarjeta de crédito en Hey Banco, es importante que verifiques que todas las condiciones estén cumplidas. Asegúrate de que tu cuenta esté activa y validada. También te recomiendo borrar los datos de caché y almacenamiento de la app, y asegurarte de tener la versión más reciente de la aplicación instalada en tu teléfono.

Si después de seguir estos pasos sigues teniendo problemas, lo mejor es que busques ayuda en el centro de atención a clientes para que puedan asistirte de manera más específica.

Si necesitas más información o tienes alguna otra pregunta, ¡estoy aquí para ayudarte!",2025-08-14,"a6b58fe8-e923-4335-bbb0-3894f9866660","USR-05535",1,"queja","bloqueo"
"ayer hice un pago a web tickets y la aplicacion de cinepolis me mando incluso un codigo qr confirmando mis boletos pero horas despues me aviso mi aplicacion de hey banco que el pago habia sido rechazado revise mi cuenta y el dinero no ha sido devuelto eso significa que si se logro la compra de los boletos","Lamento escuchar eso. En este caso, si recibiste un código QR confirmando tus boletos, es posible que la compra se haya procesado antes de que se rechazara el pago. Sin embargo, si el pago fue rechazado, el monto debería ser devuelto a tu cuenta.

Te recomiendo que verifiques si el cargo aparece como pendiente o si ya fue revertido. Si no ves el reembolso en un plazo razonable, lo mejor es que contactes a Cinépolis para confirmar el estado de tu compra y asegurarte de que tus boletos estén asegurados.

Si necesitas más ayuda o tienes alguna otra pregunta, ¡no dudes en decírmelo!",2025-08-12,"cd051ccc-8d6d-499d-97f0-a47e00462436","USR-02034",1,"queja","tarjeta rechazada"
"no puedo hacer compra de tiempo aire hay problemas con la app","Lamento que estés teniendo problemas para comprar tiempo aire desde la app Hey. Para hacer una recarga, solo tienes que iniciar sesión en la app, ir a la sección de Pagos, luego a Servicios y seleccionar Tiempo aire. Ahí eliges tu compañía, ingresas el número y el monto deseado para completar la compra.

Si la app presenta fallas, te recomiendo cerrar todas las ventanas abiertas y volver a abrir la aplicación. En algunos modelos, como N3, N82, Sunmi PB o TJ, puedes cerrar las ventanas tocando la “X” o deslizándolas hacia la izquierda. Luego, abre nuevamente la app de venta desde la sección de aplicaciones.

Si después de esto el problema persiste, puede ser un tema temporal del sistema, pero no dudes en intentar más tarde. ¿Quieres que te ayude con algún otro paso o información sobre la app?",2025-08-29,"ab9a117c-0122-494c-8c93-1a16e90a9479","USR-05582",1,"queja","bloqueo"
